review_id,order_id,product_id,customer_id,rating,review_date
V0000216,O0000586,P0258,C01745,4,2023-01-28
V0000217,O0000587,P0233,C04265,3,2023-01-29
V0000218,O0000587,P0027,C04265,4,2023-01-25
V0000219,O0000588,P0125,C02981,4,2023-01-13
V0000220,O0000590,P0274,C03775,4,2023-01-26
V0000221,O0000591,P0227,C02981,3,2023-01-14
V0000222,O0000592,P0144,C02981,4,2023-02-03
V0000223,O0000592,P0285,C02981,4,2023-02-05
V0000224,O0000594,P0274,C04265,4,2023-01-22
V0000225,O0000595,P0233,C02981,5,2023-02-05
V0000226,O0000596,P0226,C03867,4,2023-02-03
V0000227,O0000599,P0285,C02981,4,2023-02-12
V0000228,O0000600,P0125,C02332,5,2023-02-02
V0000229,O0000602,P0125,C02981,5,2023-01-31
V0000230,O0000603,P0258,C02981,5,2023-02-07
V0000231,O0000604,P0258,C03528,5,2023-01-26
V0000232,O0000606,P0121,C02981,4,2023-01-22
V0000233,O0000610,P0258,C03867,4,2023-01-15
V0000234,O0000615,P0258,C02981,5,2023-02-04
V0000235,O0000617,P0078,C02981,5,2023-01-17
V0000236,O0000618,P0282,C02533,5,2023-01-18
V0000237,O0000618,P0287,C02533,5,2023-01-31
V0000238,O0000620,P0057,C02981,5,2023-02-12
V0000239,O0000624,P0292,C03528,3,2023-01-16
V0000240,O0000624,P0161,C03528,2,2023-02-05
V0000241,O0000625,P0251,C03775,4,2023-01-31
V0000242,O0000630,P0274,C02463,5,2023-01-20
V0000243,O0000639,P0054,C02168,3,2023-02-07
V0000244,O0000640,P0141,C02981,4,2023-01-22
V0000245,O0000642,P0227,C03528,4,2023-01-18
V0000246,O0000642,P0274,C03528,4,2023-02-08
V0000247,O0000650,P0069,C02981,3,2023-01-27
V0000248,O0000654,P0213,C02775,3,2023-01-12
V0000249,O0000655,P0292,C02981,4,2023-01-21
V0000250,O0000657,P0252,C02981,5,2023-01-26
V0000251,O0000660,P0027,C02332,5,2023-01-17
V0000252,O0000662,P0150,C02981,4,2023-01-18
V0000253,O0000663,P0027,C02981,4,2023-01-23
V0000254,O0000666,P0274,C04265,5,2023-02-02
V0000255,O0000670,P0274,C02981,5,2023-02-07
V0000256,O0000671,P0176,C04501,5,2023-01-13
V0000257,O0000673,P0078,C02981,4,2023-02-11
V0000258,O0000673,P0027,C02981,4,2023-02-13
V0000259,O0000674,P0078,C02981,4,2023-02-09
V0000260,O0000675,P0258,C02533,4,2023-01-26
V0000261,O0000676,P0125,C02981,5,2023-01-26
V0000262,O0000683,P0055,C04265,3,2023-01-31
V0000263,O0000684,P0144,C02463,4,2023-01-28
V0000264,O0000688,P0124,C01745,5,2023-01-29
V0000265,O0000689,P0173,C03528,5,2023-01-30
V0000266,O0000693,P0054,C04501,4,2023-01-18
V0000267,O0000699,P0124,C03528,5,2023-01-16
V0000268,O0000700,P0274,C02981,5,2023-01-20
V0000269,O0000700,P0124,C02981,5,2023-02-12
V0000270,O0000701,P0062,C02463,4,2023-01-15
V0000271,O0000701,P0081,C02463,3,2023-01-22
V0000272,O0000701,P0054,C02463,5,2023-01-22
V0000273,O0000704,P0027,C03775,4,2023-01-15
V0000274,O0000711,P0054,C03528,4,2023-02-06
V0000275,O0000714,P0001,C03570,3,2023-01-30
V0000276,O0000717,P0226,C04739,3,2023-02-10
V0000277,O0000717,P0210,C04739,4,2023-01-29
V0000278,O0000720,P0132,C01745,4,2023-02-03
V0000279,O0000723,P0001,C02775,4,2023-02-05
V0000280,O0000723,P0064,C02775,3,2023-01-26
V0000281,O0000724,P0274,C02775,5,2023-01-23
V0000282,O0000725,P0078,C02981,4,2023-01-19
V0000283,O0000725,P0274,C02981,5,2023-02-07
V0000284,O0000730,P0252,C03528,4,2023-01-25
V0000285,O0000733,P0274,C03570,5,2023-01-20
V0000286,O0000736,P0125,C04739,5,2023-01-22
V0000287,O0000737,P0089,C03522,5,2023-01-22
V0000288,O0000738,P0125,C03528,4,2023-02-01
V0000289,O0000739,P0227,C03522,5,2023-01-15
V0000290,O0000739,P0144,C03522,4,2023-01-28
V0000291,O0000740,P0001,C03522,5,2023-02-06
V0000292,O0000741,P0161,C02981,4,2023-01-21
V0000293,O0000745,P0285,C04739,4,2023-01-23
V0000294,O0000746,P0274,C02981,5,2023-02-02
V0000295,O0000748,P0125,C03522,4,2023-01-30
V0000296,O0000749,P0125,C02332,5,2023-02-10
V0000297,O0000754,P0226,C03867,4,2023-01-19
V0000298,O0000755,P0124,C02981,5,2023-01-15
V0000299,O0000760,P0274,C02981,5,2023-01-20
V0000300,O0000764,P0125,C02981,3,2023-01-25
V0000301,O0000775,P0258,C02981,5,2023-02-02
V0000302,O0000775,P0284,C02981,5,2023-01-31
V0000303,O0000784,P0086,C03528,3,2023-01-30
V0000304,O0000795,P0233,C02981,4,2023-02-02
V0000305,O0000797,P0144,C03522,5,2023-01-20
V0000306,O0000798,P0227,C04739,5,2023-02-09
V0000307,O0000809,P0258,C02168,4,2023-02-13
V0000308,O0000821,P0233,C02775,3,2023-01-26
V0000309,O0000821,P0012,C02775,5,2023-01-15
V0000310,O0000824,P0258,C02981,5,2023-01-12
V0000311,O0000826,P0258,C01745,5,2023-01-28
V0000312,O0000826,P0125,C01745,4,2023-01-24
V0000313,O0000835,P0144,C02533,4,2023-01-19
V0000314,O0000841,P0227,C02981,4,2023-01-29
V0000315,O0000846,P0285,C04739,3,2023-02-02
V0000316,O0000847,P0233,C04265,4,2023-01-27
V0000317,O0000850,P0258,C02533,4,2023-01-21
V0000318,O0000853,P0274,C02981,5,2023-01-28
V0000319,O0000856,P0258,C02533,4,2023-01-18
V0000320,O0000859,P0274,C03570,5,2023-01-27
V0000321,O0000863,P0258,C02981,5,2023-02-05
V0000322,O0000863,P0160,C02981,4,2023-01-29
V0000323,O0000864,P0001,C03867,4,2023-02-11
V0000324,O0000867,P0125,C02981,4,2023-02-03
V0000325,O0000869,P0274,C03775,5,2023-02-01
V0000326,O0000871,P0227,C03528,4,2023-02-08
V0000327,O0000872,P0227,C02981,4,2023-02-02
V0000328,O0000872,P0086,C02981,3,2023-01-21
V0000329,O0000874,P0232,C04265,3,2023-01-17
V0000330,O0000875,P0258,C02981,5,2023-02-10
V0000331,O0000882,P0230,C04501,5,2023-02-09
V0000332,O0000883,P0047,C02332,5,2023-01-20
V0000333,O0000885,P0240,C02981,5,2023-02-03
V0000334,O0000886,P0227,C02981,4,2023-01-23
V0000335,O0000893,P0226,C04739,4,2023-02-13
V0000336,O0000897,P0125,C02981,5,2023-02-05
V0000337,O0000898,P0258,C02981,5,2023-01-23
V0000338,O0000898,P0160,C02981,4,2023-01-17
V0000339,O0000899,P0227,C04739,4,2023-01-30
V0000340,O0000899,P0213,C04739,4,2023-01-28
V0000341,O0000900,P0258,C03522,4,2023-01-14
V0000342,O0000901,P0078,C04265,4,2023-01-22
V0000343,O0000904,P0274,C01745,5,2023-02-12
V0000344,O0000905,P0124,C02533,5,2023-01-26
V0000345,O0000906,P0252,C02981,3,2023-02-05
V0000346,O0000909,P0054,C04739,4,2023-01-16
V0000347,O0000914,P0085,C02981,4,2023-01-20
V0000348,O0000916,P0274,C04501,5,2023-01-27
V0000349,O0000919,P0173,C03528,4,2023-01-27
V0000350,O0000923,P0258,C03522,4,2023-02-10
V0000351,O0000931,P0274,C02981,4,2023-02-03
V0000352,O0000936,P0052,C02981,3,2023-02-14
V0000353,O0000940,P0285,C04265,4,2023-01-14
V0000354,O0000942,P0125,C02981,5,2023-01-22
V0000355,O0000949,P0161,C04651,4,2023-02-15
V0000356,O0000950,P0027,C03528,4,2023-01-20
V0000357,O0000956,P0125,C04739,5,2023-02-01
V0000358,O0000956,P0001,C04739,5,2023-02-04
V0000359,O0000961,P0274,C02981,5,2023-01-23
V0000360,O0000964,P0258,C04501,4,2023-02-06
V0000361,O0000968,P0001,C03775,4,2023-02-06
V0000362,O0000970,P0258,C03528,5,2023-01-20
V0000363,O0000972,P0027,C02981,5,2023-01-29
V0000364,O0000972,P0274,C02981,5,2023-01-22
V0000365,O0000972,P0274,C02981,5,2023-01-27
V0000366,O0000975,P0002,C03528,4,2023-02-08
V0000367,O0000980,P0027,C02332,4,2023-02-15
V0000368,O0000982,P0125,C02981,4,2023-01-24
V0000369,O0000988,P0121,C02168,3,2023-02-09
V0000370,O0000992,P0161,C03528,5,2023-02-08
V0000371,O0000992,P0287,C03528,4,2023-01-18
V0000372,O0000996,P0269,C02981,5,2023-01-26
V0000373,O0000999,P0258,C04265,4,2023-02-09
V0000374,O0001003,P0125,C03528,4,2023-02-15
V0000375,O0001003,P0287,C03528,5,2023-02-10
V0000376,O0001003,P0258,C03528,4,2023-01-27
V0000377,O0001005,P0252,C03528,4,2023-01-23
V0000378,O0001008,P0274,C03867,5,2023-01-15
V0000379,O0001011,P0226,C04265,4,2023-02-10
V0000380,O0001021,P0252,C04739,4,2023-01-25
V0000381,O0001026,P0258,C02533,5,2023-02-14
V0000382,O0001031,P0285,C03528,3,2023-01-26
V0000383,O0001033,P0252,C02775,4,2023-01-13
V0000384,O0001037,P0258,C02168,5,2023-01-26
V0000385,O0001041,P0233,C01260,4,2023-01-28
V0000386,O0001042,P0258,C02981,5,2023-01-30
V0000387,O0001047,P0078,C02981,5,2023-01-15
V0000388,O0001049,P0287,C02981,4,2023-02-12
V0000389,O0001053,P0211,C04739,3,2023-01-23
V0000390,O0001053,P0027,C04739,5,2023-02-13
V0000391,O0001064,P0258,C03528,4,2023-01-20
V0000392,O0001067,P0227,C04739,4,2023-02-06
V0000393,O0001071,P0252,C02168,5,2023-01-22
V0000394,O0001071,P0173,C02168,5,2023-01-23
V0000395,O0001074,P0258,C04739,4,2023-02-01
V0000396,O0001075,P0258,C02981,4,2023-01-21
V0000397,O0001080,P0012,C03528,4,2023-02-15
V0000398,O0001081,P0085,C04739,4,2023-01-18
V0000399,O0001084,P0274,C02533,5,2023-01-29
V0000400,O0001085,P0226,C02981,4,2023-01-22
V0000401,O0001085,P0285,C02981,4,2023-01-22
V0000402,O0001088,P0027,C03775,5,2023-01-18
V0000403,O0001089,P0285,C02981,4,2023-01-15
V0000404,O0001093,P0258,C04501,4,2023-01-27
V0000405,O0001098,P0258,C03522,4,2023-02-04
V0000406,O0001101,P0078,C04739,4,2023-01-23
V0000407,O0001102,P0150,C03907,4,2023-02-11
V0000408,O0001102,P0121,C03907,4,2023-01-30
V0000409,O0001108,P0125,C02981,5,2023-01-23
V0000410,O0001113,P0227,C04739,4,2023-01-18
V0000411,O0001116,P0274,C02533,5,2023-01-25
V0000412,O0001122,P0227,C03528,4,2023-01-16
V0000413,O0001128,P0121,C01905,4,2023-02-09
V0000414,O0001135,P0227,C01260,4,2023-01-19
V0000415,O0001138,P0054,C03907,4,2023-02-11
V0000416,O0001138,P0125,C03907,5,2023-02-07
V0000417,O0001140,P0252,C02981,4,2023-02-12
V0000418,O0001142,P0287,C04501,5,2023-01-28
V0000419,O0001144,P0274,C02981,5,2023-01-31
V0000420,O0001147,P0240,C01745,5,2023-02-06
V0000421,O0001148,P0180,C00612,4,2023-02-17
V0000422,O0001149,P0211,C04739,5,2023-01-28
V0000423,O0001150,P0252,C03775,5,2023-01-21
V0000424,O0001151,P0285,C04739,4,2023-01-18
V0000425,O0001152,P0055,C04691,3,2023-02-15
V0000426,O0001153,P0144,C02168,4,2023-02-03
V0000427,O0001156,P0125,C02981,3,2023-02-11
V0000428,O0001156,P0121,C02981,4,2023-02-05
V0000429,O0001157,P0055,C02981,3,2023-02-03
V0000430,O0001159,P0176,C02533,3,2023-01-27
V0000431,O0001161,P0125,C02981,5,2023-01-16
V0000432,O0001163,P0232,C02914,4,2023-01-17
V0000433,O0001164,P0054,C02168,3,2023-01-28
V0000434,O0001164,P0027,C02168,5,2023-02-10
V0000435,O0001166,P0233,C02533,3,2023-01-23
V0000436,O0001170,P0080,C01260,3,2023-01-17
V0000437,O0001175,P0257,C01905,3,2023-01-28
V0000438,O0001177,P0125,C04691,5,2023-02-12
V0000439,O0001188,P0027,C02981,5,2023-01-21
V0000440,O0001192,P0121,C04739,4,2023-02-04
V0000441,O0001199,P0125,C04691,4,2023-02-06
V0000442,O0001199,P0125,C04691,4,2023-02-07
V0000443,O0001202,P0144,C01260,5,2023-02-13
V0000444,O0001204,P0027,C03867,4,2023-01-16
V0000445,O0001208,P0274,C04739,5,2023-02-16
V0000446,O0001208,P0258,C04739,5,2023-02-06
V0000447,O0001212,P0055,C02533,4,2023-01-25
V0000448,O0001212,P0274,C02533,5,2023-02-03
V0000449,O0001219,P0246,C04651,5,2023-01-21
V0000450,O0001220,P0233,C02981,5,2023-02-09
V0000451,O0001222,P0086,C04501,5,2023-02-14
V0000452,O0001223,P0132,C02981,4,2023-02-08
V0000453,O0001224,P0274,C04739,4,2023-01-30
V0000454,O0001242,P0274,C03907,5,2023-02-11
V0000455,O0001244,P0121,C03522,5,2023-02-04
V0000456,O0001251,P0161,C02294,4,2023-01-20
V0000457,O0001252,P0107,C02807,3,2023-01-20
V0000458,O0001255,P0287,C02533,5,2023-01-20
V0000459,O0001257,P0258,C03867,5,2023-02-09
V0000460,O0001259,P0258,C00576,5,2023-01-27
V0000461,O0001260,P0211,C03700,4,2023-02-05
V0000462,O0001267,P0274,C04651,4,2023-02-09
V0000463,O0001268,P0258,C02807,4,2023-02-17
V0000464,O0001270,P0226,C02168,4,2023-02-08
V0000465,O0001275,P0027,C02807,4,2023-01-18
V0000466,O0001280,P0107,C01260,4,2023-02-03
V0000467,O0001283,P0078,C02294,4,2023-02-05
V0000468,O0001285,P0027,C04265,4,2023-02-03
V0000469,O0001288,P0285,C02807,5,2023-01-19
V0000470,O0001301,P0252,C01260,4,2023-02-15
V0000471,O0001310,P0161,C00576,3,2023-01-28
V0000472,O0001310,P0227,C00576,4,2023-01-22
V0000473,O0001311,P0161,C02807,4,2023-02-04
V0000474,O0001312,P0027,C04691,4,2023-01-23
V0000475,O0001312,P0125,C04691,5,2023-02-15
V0000476,O0001316,P0274,C02294,4,2023-01-23
V0000477,O0001316,P0287,C02294,4,2023-02-04
V0000478,O0001318,P0055,C03522,4,2023-02-16
V0000479,O0001322,P0252,C01260,4,2023-01-29
V0000480,O0001327,P0121,C02294,4,2023-01-23
V0000481,O0001333,P0136,C02981,3,2023-01-17
V0000482,O0001335,P0227,C03522,3,2023-01-28
V0000483,O0001338,P0121,C04739,4,2023-02-19
V0000484,O0001341,P0252,C01260,5,2023-02-02
V0000485,O0001342,P0161,C00576,4,2023-02-11
V0000486,O0001346,P0078,C04691,4,2023-01-29
V0000487,O0001349,P0274,C04739,5,2023-01-23
V0000488,O0001353,P0023,C03528,4,2023-01-19
V0000489,O0001356,P0132,C02981,4,2023-02-06
V0000490,O0001360,P0274,C02294,5,2023-02-07
V0000491,O0001362,P0233,C00576,5,2023-02-11
V0000492,O0001363,P0258,C04691,4,2023-01-26
V0000493,O0001364,P0227,C04739,5,2023-02-15
V0000494,O0001365,P0274,C04265,5,2023-01-22
V0000495,O0001368,P0144,C02294,5,2023-01-20
V0000496,O0001369,P0003,C03867,3,2023-01-21
V0000497,O0001370,P0003,C02807,5,2023-02-18
V0000498,O0001373,P0285,C03700,4,2023-01-21
V0000499,O0001374,P0068,C03522,5,2023-01-31
V0000500,O0001375,P0181,C02807,4,2023-01-27
V0000501,O0001377,P0285,C04739,2,2023-02-08
V0000502,O0001380,P0145,C04691,4,2023-01-21
V0000503,O0001381,P0258,C03522,4,2023-01-31
V0000504,O0001387,P0285,C00576,4,2023-02-12
V0000505,O0001390,P0003,C04739,5,2023-01-29
V0000506,O0001393,P0125,C01260,5,2023-02-09
V0000507,O0001395,P0258,C01260,5,2023-02-03
V0000508,O0001398,P0252,C02981,4,2023-02-18
V0000509,O0001399,P0027,C01260,5,2023-02-13
V0000510,O0001401,P0054,C02332,3,2023-01-23
V0000511,O0001406,P0125,C03570,5,2023-01-24
V0000512,O0001407,P0082,C04739,4,2023-01-27
V0000513,O0001412,P0012,C04265,5,2023-02-02
V0000514,O0001416,P0132,C03528,3,2023-02-16
V0000515,O0001417,P0082,C02981,4,2023-02-12
V0000516,O0001417,P0274,C02981,4,2023-02-18
